id,category,question,reference,req1_answer,req2_answer,req3_answer,req4_answer
23,giao_hang,Phí giao hàng của MyKingdom là bao nhiêu?,Phí giao hàng phụ thuộc vào khu vực và giá trị đơn hàng. Vui lòng kiểm tra chi tiết trên website mykingdom.com.vn hoặc liên hệ hotline 1900 1208.,,"Chào bạn, EmpathAI là trợ lý ảo và không có thông tin về phí vận chuyển cụ thể. Tuy nhiên, MyKingdom áp dụng miễn phí vận chuyển cho đơn hàng có giá trị từ 500.000 VNĐ trở lên khi sử dụng dịch vụ Giao hàng Tiêu chuẩn. Đối với đơn hàng có giá trị dưới 500.000 VNĐ hoặc dịch vụ Giao hàng Hỏa tốc, phí vận chuyển sẽ được tính theo hệ thống. Bạn có thể kiểm tra phí vận chuyển cụ thể cho đơn hàng của mình qua ứng dụng hoặc website của MyKingdom. Mọi thắc mắc về phí vận chuyển, bạn vui lòng liên hệ tổng đài hỗ trợ 1900 1208 hoặc email hotro@mykingdom.com.vn.","Xin chào! Tôi là EmpathAI, trợ lý CSKH của MyKingdom.

Nếu đơn hàng của bạn có giá trị thanh toán từ 500.000 VNĐ trở lên và chọn phương thức giao hàng Tiêu Chuẩn, bạn sẽ được miễn phí vận chuyển. Tuy nhiên, nếu đơn hàng của bạn có giá trị dưới 500.000 VNĐ hoặc chọn phương thức giao hàng Hỏa tốc, phí vận chuyển sẽ được tính phí hệ thống động tại website dựa trên khoảng cách địa lý và khối lượng đơn hàng.

Nếu bạn muốn biết thêm thông tin về phí vận chuyển hoặc có bất kỳ câu hỏi nào khác, xin vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, tôi là EmpathAI và không có quyền truy cập vào thông tin cá nhân hoặc chi tiết đơn hàng để xác định phí vận chuyển cụ thể cho bạn. Theo chính sách của MyKingdom, phí vận chuyển sẽ được tính dựa trên khoảng cách địa lý và khối lượng đơn hàng. Bạn vui lòng liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc email hotro@mykingdom.com.vn để nhân viên có thể hỗ trợ bạn về phí vận chuyển và các thông tin liên quan."
24,giao_hang,"Tôi nhận được hàng bị hỏng khi vận chuyển, phải xử lý như thế nào?",Rất xin lỗi vì sự cố này. Vui lòng chụp ảnh sản phẩm hỏng và liên hệ ngay hotline 1900 1208 hoặc email hotro@mykingdom.com.vn kèm ảnh minh chứng. MyKingdom sẽ xử lý đổi/hoàn tiền cho bạn.,"Xin lỗi vì tình huống không mong muốn này! Nếu bạn nhận được hàng bị hỏng khi vận chuyển, hãy thực hiện theo các bước sau:

1. **Kiểm tra tình trạng hàng hóa**: Quay video unbox (mở kiện hàng) để ghi lại tình trạng hàng hóa trước khi mở hộp.
2. **Liên hệ với MyKingdom**: Gọi tổng đài 1900 1208 hoặc gửi email đến hotro@mykingdom.com.vn để báo cáo tình trạng hàng hóa bị hỏng.
3. **Cung cấp thông tin đơn hàng**: Hãy cung cấp thông tin đơn hàng, bao gồm số đơn hàng, ngày giao hàng, và mã vận chuyển.
4. **Gửi hình ảnh hoặc video**: Gửi hình ảnh hoặc video về tình trạng hàng hóa bị hỏng để chúng tôi có thể đánh giá và xử lý.
5. **Chúng tôi sẽ hỗ trợ**: MyKingdom sẽ hỗ trợ bạn trong việc giải quyết vấn đề, có thể bao gồm việc đổi hàng hoặc hoàn tiền.

Hãy nhớ rằng, bạn cần phải gửi khiếu nại trong vòng 72 giờ kể từ khi hệ thống ghi nhận giao hàng thành công. Nếu quá thời gian này, chúng tôi sẽ không thể hỗ trợ bạn.

Hy vọng bạn sẽ được hỗ trợ tốt nhất từ MyKingdom!","Chào bạn, EmpathAI rất tiếc khi trải nghiệm nhận hàng của bạn không được như ý. Tuy nhiên, theo chính sách của MyKingdom, việc kiểm tra hàng hóa hư hỏng do vận chuyển không thuộc về lỗi nhà sản xuất nên không thuộc vào hạng bảo hành. Bạn có thể liên hệ với đối tác vận chuyển để được hỗ trợ đổi trả theo chính sách của họ. EmpathAI không thể hỗ trợ đổi trả hoặc hoàn tiền trong trường hợp này. Bạn có thể liên hệ hotline của đối tác vận chuyển để được hỗ trợ cụ thể hơn.","Xin chào khách hàng!

Tôi xin lỗi vì hàng hóa của bạn bị hỏng khi vận chuyển. Để được hỗ trợ và xử lý nhanh chóng, vui lòng thực hiện theo các bước sau:

1. **Gửi khiếu nại**: Hãy gửi khiếu nại về hàng lỗi vỡ, thiếu, nhầm lẫn kèm theo video unbox (mở kiện hàng) đến tổng đài 19001208 hoặc email hotro@mykingdom.com.vn trong vòng 72 giờ kể từ khi hệ thống ghi nhận giao hàng thành công.
2. **Quay video unbox**: Bắt buộc quay video unbox (mở kiện hàng) để bảo vệ quyền lợi của bạn. Video cần rõ nét, không đứt đoạn, quay kỹ tình trạng 6 mặt thùng carton trước khi rọc và cho thấy rõ toàn bộ sản phẩm bên trong.
3. **Kiểm tra ngoại quan**: Khi nhận hàng, bạn có quyền kiểm tra tình trạng ngoại quan của kiện hàng, bao gồm tem niêm phong sản phẩm, thông tin số lượng, tình trạng hộp carton (móp méo, rách rưới, ướt sũng).

Nếu bạn có bất kỳ câu hỏi hoặc thắc mắc nào, vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.

Cảm ơn bạn đã tin tưởng MyKingdom!","Chào bạn, tôi là EmpathAI và không có quyền truy cập để trực tiếp hỗ trợ đổi trả hoặc xử lý khiếu nại về hàng hóa bị hỏng trong quá trình vận chuyển. Theo chính sách của MyKingdom, bạn cần liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc gửi email về hotro@mykingdom.com.vn để được nhân viên hỗ trợ kiểm tra và hướng dẫn cụ thể. Vui lòng cung cấp thông tin đơn hàng và video unbox (nếu có) để hỗ trợ nhanh chóng."
25,giao_hang,Tôi có thể theo dõi đơn hàng ở đâu?,Bạn có thể theo dõi đơn hàng trên website mykingdom.com.vn hoặc liên hệ hotline 1900 1208 để được cập nhật tình trạng giao hàng.,"Bạn có thể theo dõi đơn hàng của mình trên trang website MyKingdom hoặc ứng dụng MyKingdom. Sau khi đặt hàng, bạn sẽ nhận được email xác nhận đơn hàng và số tracking đơn hàng. Bạn có thể sử dụng số tracking này để theo dõi trạng thái đơn hàng trên trang website hoặc ứng dụng.

Nếu bạn cần hỗ trợ hoặc có câu hỏi, hãy liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn. Chúng tôi luôn sẵn sàng giúp đỡ bạn.","Chào bạn, EmpathAI là trợ lý ảo và không có quyền truy cập để theo dõi tình trạng đơn hàng của bạn. Để tra cứu thông tin về đơn hàng, bạn vui lòng truy cập ứng dụng của chúng tôi (MyKingdom App) và đăng nhập tài khoản để xem chi tiết đơn hàng đã đặt. Bạn cũng có thể liên hệ tổng đài hỗ trợ giao hàng qua số 1900 1208 hoặc email hotro@mykingdom.com.vn để nhân viên hỗ trợ kiểm tra cho bạn.","Xin chào! Bạn muốn biết cách theo dõi đơn hàng của mình. 

Để theo dõi đơn hàng, bạn có thể:

- Đăng nhập vào tài khoản của mình trên trang web MyKingdom.
- Nhấp vào mục ""Đơn hàng"" hoặc ""Lịch sử đơn hàng"".
- Chọn đơn hàng mà bạn muốn theo dõi.

Nếu bạn không thể tìm thấy thông tin đơn hàng của mình, vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn. Chúng tôi sẽ hỗ trợ bạn trong thời gian sớm nhất.","Chào bạn, với tư cách là trợ lý ảo, tôi không có quyền truy cập để theo dõi tình trạng đơn hàng của bạn. Để kiểm tra tình trạng đơn hàng, bạn vui lòng liên hệ tổng đài hỗ trợ của MyKingdom qua số 1900 1208 hoặc truy cập ứng dụng để liên hệ với nhân viên hỗ trợ trực tiếp. Nhân viên sẽ hỗ trợ bạn tra cứu và cung cấp thông tin cập nhật."
26,giao_hang,"Đơn hàng giao thiếu sản phẩm, tôi cần làm gì?","Xin lỗi vì sự cố này. Vui lòng liên hệ ngay hotline 1900 1208 hoặc email hotro@mykingdom.com.vn, cung cấp mã đơn hàng để MyKingdom kiểm tra và giao bổ sung sản phẩm còn thiếu cho bạn.",,"Chào bạn, EmpathAI rất tiếc khi đơn hàng của bạn bị giao thiếu. Là một trợ lý ảo, EmpathAI không thể hỗ trợ trực tiếp trong trường hợp này. Để được hỗ trợ đổi trả hàng hóa và xử lý việc giao thiếu, bạn vui lòng liên hệ tổng đài hỗ trợ khách hàng của MyKingdom qua số 1900 1208 hoặc gửi email về hotro@mykingdom.com.vn. Nhân viên hỗ trợ sẽ hướng dẫn bạn quy trình cụ thể. Cảm ơn bạn đã thông tin và hợp tác!","Xin chào khách hàng!

Tôi hiểu rằng bạn đã nhận được đơn hàng nhưng có sản phẩm bị thiếu. Tôi sẽ hướng dẫn bạn các bước cần thiết để giải quyết vấn đề này.

Trước tiên, bạn cần quay video Unbox (mở kiện hàng) để chúng tôi có thể kiểm tra và xác minh tình trạng hàng hóa. Video cần rõ nét, không đứt đoạn và cho thấy rõ toàn bộ sản phẩm bên trong.

Sau khi quay video, bạn cần gửi khiếu nại về hàng lỗi thiếu kèm theo video Unbox đến tổng đài 19001208 hoặc email hotro@mykingdom.com.vn trong thời hạn 72 giờ kể từ khi hệ thống ghi nhận giao hàng thành công.

Chúng tôi sẽ xem xét và giải quyết vấn đề của bạn theo chính sách của MyKingdom.

Nếu bạn có bất kỳ câu hỏi hoặc thắc mắc nào, hãy liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, tôi là EmpathAI và không có quyền truy cập để kiểm tra tình trạng đơn hàng của bạn. Theo chính sách của MyKingdom, trong trường hợp giao thiếu hàng, bạn cần quay video unbox rõ ràng tình trạng 6 mặt thùng carton và nội thất bên trong. Sau đó, bạn có thể liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc gửi email đến hotro@mykingdom.com.vn để được hướng dẫn cụ thể về quy trình đổi trả và hỗ trợ. Tôi không thể hỗ trợ trực tiếp cho bạn."
27,giao_hang,Tôi có thể đổi địa chỉ giao hàng sau khi đặt đơn không?,Vui lòng liên hệ ngay hotline 1900 1208 hoặc email hotro@mykingdom.com.vn để yêu cầu thay đổi địa chỉ. Việc thay đổi chỉ khả thi nếu đơn hàng chưa được giao cho đơn vị vận chuyển.,"Tôi hiểu rằng bạn muốn biết liệu có thể đổi địa chỉ giao hàng sau khi đã đặt đơn hàng không.

Để biết thông tin chi tiết, bạn có thể liên hệ với tổng đài 1900 1208 hoặc gửi email đến hotro@mykingdom.com.vn. Chúng tôi sẽ hỗ trợ bạn trong trường hợp này.","Chào bạn, EmpathAI là trợ lý ảo và không thể hỗ trợ thay đổi địa chỉ giao hàng trực tiếp. Để thay đổi địa chỉ giao hàng, bạn vui lòng liên hệ tổng đài hỗ trợ của MyKingdom qua số 1900 1208 hoặc gửi email về hotro@mykingdom.com.vn. Nhân viên hỗ trợ sẽ kiểm tra và hỗ trợ bạn trong thời gian sớm nhất.","Xin chào! Tôi là EmpathAI - trợ lý CSKH của MyKingdom.

Về câu hỏi của bạn, tôi có thể trả lời như sau:

Có, bạn có thể đổi địa chỉ giao hàng sau khi đặt đơn, nhưng cần phải thông báo trước cho chúng tôi. Tuy nhiên, cần lưu ý rằng nếu đơn hàng đã được chuyển cho đơn vị vận chuyển, chúng tôi không thể thay đổi địa chỉ giao hàng.

Nếu bạn cần thay đổi địa chỉ giao hàng, vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn để được hỗ trợ.

Cảm ơn bạn đã quan tâm đến MyKingdom!","Chào bạn, tôi là EmpathAI, trợ lý ảo và không có quyền truy cập để hỗ trợ thay đổi địa chỉ giao hàng cho đơn hàng của bạn. Theo chính sách của MyKingdom, việc thay đổi địa chỉ cần được thông báo trước khi đơn hàng chuyển cho đơn vị vận chuyển. Bạn vui lòng liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc email hotro@mykingdom.com.vn để được nhân viên hỗ trợ trực tiếp."
28,thanh_toan,MyKingdom chấp nhận những hình thức thanh toán nào?,"MyKingdom hỗ trợ nhiều hình thức thanh toán bao gồm Thẻ ATM nội địa, Visa/Mastercard, COD (thanh toán khi nhận hàng) và Ví điện tử. Vui lòng kiểm tra chi tiết trên website mykingdom.com.vn.","MyKingdom chấp nhận các hình thức thanh toán sau:

1. **Thanh toán tiền mặt khi nhận hàng (COD)**: Khách hàng trả tiền trực tiếp khi shipper giao kiện hàng đến.
2. **Cổng thanh toán Zalopay**: Hỗ trợ linh hoạt các phương thức gồm:
 * Thẻ tín dụng/ghi nợ quốc tế (Visa, Mastercard, JCB)
 * Quét mã QR Code
 * Thẻ ATM Nội địa (Hỗ trợ 39 ngân hàng Việt Nam)
 * Apple Pay (dành cho các thiết bị Apple hỗ trợ)

Vậy, khách hàng có thể lựa chọn một trong những hình thức thanh toán trên để hoàn tất đơn hàng.","Chào bạn, EmpathAI có thể hỗ trợ thông tin về các phương thức thanh toán của MyKingdom. Chúng tôi hỗ trợ thanh toán qua cổng thanh toán trực tuyến Zalopay với các phương thức: Thẻ tín dụng/ghi nợ quốc tế (Visa, Mastercard, JCB), quét mã QR Code, Thẻ ATM Nội địa (Hỗ trợ 39 ngân hàng Việt Nam), hoặc Apple Pay (dành cho các thiết bị Apple hỗ trợ). Ngoài ra, bạn có thể thanh toán tiền mặt khi nhận hàng (COD) hoặc qua ví điện tử. Vui lòng kiểm tra chi tiết trên website của chúng tôi.","Xin chào! Tôi là EmpathAI - trợ lý CSKH của MyKingdom.

Bạn muốn biết MyKingdom chấp nhận những hình thức thanh toán nào? 

MyKingdom chấp nhận 2 hình thức thanh toán chính:

1. **Thanh toán tiền mặt khi nhận hàng (COD)**: Bạn sẽ trả tiền trực tiếp khi shipper giao kiện hàng đến.
2. **Cổng thanh toán Zalopay**: Bạn có thể chọn thanh toán qua Zalopay với các phương thức như:
 * Thẻ tín dụng/ghi nợ quốc tế (Visa, Mastercard, JCB)
 * Quét mã QR Code
 * Thẻ ATM Nội địa (hỗ trợ 39 ngân hàng Việt Nam)
 * Apple Pay (dành cho các thiết bị Apple hỗ trợ)

Nếu bạn có bất kỳ câu hỏi nào khác, xin vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, với tư cách là trợ lý ảo, tôi không có quyền truy cập vào thông tin tài khoản cá nhân của bạn để kiểm tra tình trạng giao dịch hoặc hỗ trợ hoàn tiền trực tiếp. Để được hỗ trợ về việc hoàn tiền, bạn vui lòng liên hệ tổng đài hỗ trợ của MyKingdom qua số 1900 1208 hoặc gửi email về hotro@mykingdom.com.vn. Nhân viên hỗ trợ sẽ kiểm tra cho bạn về tình trạng đơn hàng và hướng dẫn cụ thể về việc hoàn tiền."
29,thanh_toan,Tôi có thể thanh toán bằng điểm MyPoints không?,Điểm MyPoints có thể được sử dụng để thanh toán một phần hoặc toàn bộ đơn hàng. Vui lòng liên hệ hotline 1900 1208 để được hướng dẫn cách sử dụng điểm thanh toán.,,"Chào bạn, EmpathAI là trợ lý ảo và không thể hỗ trợ trực tiếp việc thanh toán bằng điểm MyPoints. Tuy nhiên, bạn có thể sử dụng điểm tích lũy của mình để trừ trực tiếp vào hóa đơn khi mua hàng tại cửa hàng MyKingdom hoặc qua ứng dụng. Vui lòng kiểm tra số điểm hiện có của bạn trên tài khoản MyPoints. Nếu có bất kỳ thắc mắc nào về việc sử dụng điểm, bạn có thể liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc email hotro@mykingdom.com.vn.","Xin chào! Bạn có thể thanh toán bằng điểm MyPoints của mình khi mua hàng tại cửa hàng MyKingdom hoặc online. Điểm tích lũy có giá trị quy đổi là 1 Điểm = 1 VNĐ và có thể được trừ trực tiếp vào hóa đơn thanh toán. Bạn có thể kiểm tra thông tin chi tiết về cách sử dụng điểm MyPoints trên trang web của chúng tôi.

Nếu bạn có bất kỳ câu hỏi nào khác hoặc cần hỗ trợ, xin vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, với tư cách là trợ lý ảo, tôi không có quyền truy cập để trực tiếp xác minh hoặc thực hiện giao dịch thanh toán bằng điểm MyPoints cho bạn. Tuy nhiên, theo chính sách của MyKingdom, bạn có thể sử dụng điểm MyPoints để trừ trực tiếp vào hóa đơn khi mua hàng tại cửa hàng hoặc online. Để biết thêm thông tin về việc sử dụng điểm MyPoints, bạn vui lòng liên hệ tổng đài hỗ trợ qua số 1900 1208 hoặc email hotro@mykingdom.com.vn."
30,thanh_toan,"Tôi bị trừ tiền nhưng đơn hàng chưa xác nhận, phải làm sao?",Xin lỗi vì sự bất tiện này. Vui lòng liên hệ hotline 1900 1208 hoặc email hotro@mykingdom.com.vn kèm bằng chứng giao dịch. MyKingdom sẽ kiểm tra và xử lý trong thời gian sớm nhất.,"Xin lỗi vì sự bất tiện này. Nếu bạn bị trừ tiền nhưng đơn hàng chưa được xác nhận, vui lòng liên hệ với tổng đài MyKingdom tại số 1900 1208 hoặc gửi email đến hotro@mykingdom.com.vn. Chúng tôi sẽ hỗ trợ bạn kiểm tra và giải quyết vấn đề này ngay lập tức.

Hãy cung cấp thông tin chi tiết về đơn hàng của bạn, bao gồm số đơn hàng, ngày đặt hàng và phương thức thanh toán đã sử dụng. Chúng tôi sẽ làm việc với bạn để tìm ra nguyên nhân và giải quyết vấn đề này một cách nhanh chóng và hiệu quả.","Chào bạn, EmpathAI là trợ lý ảo và không thể can thiệp vào quá trình giao dịch thanh toán của bạn. Để kiểm tra tình trạng đơn hàng và hỗ trợ về việc bị trừ tiền không xác nhận, bạn vui lòng liên hệ tổng đài hỗ trợ thanh toán qua số 1900 1208 (miễn phí) hoặc gửi email về hotro@mykingdom.com.vn. Nhân viên hỗ trợ sẽ kiểm tra và hướng dẫn bạn cụ thể.","Xin chào khách hàng!

Tôi hiểu rằng bạn đã bị trừ tiền nhưng đơn hàng chưa xác nhận. Tôi sẽ giúp bạn giải quyết vấn đề này.

Theo Chính sách giao hàng của MyKingdom, nếu đơn hàng không được xác nhận, chúng tôi sẽ hỗ trợ khách hàng hoàn tiền. Tuy nhiên, cần phải có thông tin về đơn hàng và lý do không xác nhận.

Để được hỗ trợ, bạn có thể liên hệ với chúng tôi qua:

- Hotline: 1900 1208
- Email: hotro@mykingdom.com.vn
- Giờ làm việc: Thứ Hai - Thứ Bảy: 08:00 - 17:00, Chủ nhật: 08:00 - 12:00

Hãy cung cấp thông tin về đơn hàng và lý do không xác nhận để chúng tôi có thể hỗ trợ bạn một cách tốt nhất.

Cảm ơn bạn đã tin tưởng MyKingdom!","Chào bạn, tôi là EmpathAI và không có quyền truy cập vào thông tin tài khoản cá nhân để xác minh tình trạng đơn hàng của bạn. Vì vậy, tôi không thể hỗ trợ việc hoàn tiền trực tiếp. Vui lòng liên hệ tổng đài hỗ trợ của MyKingdom qua số 1900 1208 hoặc gửi email về hotro@mykingdom.com.vn để nhân viên hỗ trợ kiểm tra và hướng dẫn bạn về quy trình đổi trả/hỗ trợ tiền phù hợp với trường hợp của bạn."
31,thanh_toan,"Tôi muốn hủy đơn và hoàn tiền, quy trình thế nào?","Vui lòng liên hệ hotline 1900 1208 hoặc email hotro@mykingdom.com.vn để yêu cầu hủy đơn. Sau khi đơn được hủy xác nhận, tiền sẽ được hoàn lại theo phương thức thanh toán ban đầu.","Tôi hiểu rằng bạn muốn hủy đơn và hoàn tiền. Dưới đây là quy trình để thực hiện:

1. **Liên hệ với tổng đài**: Hãy gọi điện cho tổng đài MyKingdom tại số 1900 1208 hoặc gửi email đến địa chỉ hotro@mykingdom.com.vn để yêu cầu hủy đơn và hoàn tiền.
2. **Xác nhận đơn hàng**: Nhân viên tổng đài sẽ xác nhận đơn hàng của bạn và lý do hủy đơn.
3. **Kiểm tra điều kiện hủy đơn**: Chúng tôi sẽ kiểm tra xem đơn hàng của bạn có đủ điều kiện để hủy và hoàn tiền hay không. Điều kiện hủy đơn bao gồm:
 * Đơn hàng chưa được giao hoặc đã giao nhưng chưa nhận.
 * Đơn hàng chưa được thanh toán hoặc đã thanh toán nhưng chưa nhận hàng.
4. **Xác nhận hủy đơn**: Nếu đơn hàng của bạn đủ điều kiện để hủy, chúng tôi sẽ xác nhận hủy đơn và gửi thông tin về việc hoàn tiền cho bạn.
5. **Hoàn tiền**: Thời gian hoàn tiền tùy thuộc vào phương thức thanh toán ban đầu của bạn. Nếu bạn đã thanh toán bằng thẻ tín dụng hoặc thẻ ghi nợ, thời gian hoàn tiền có thể lên đến 7-15 ngày làm việc. Nếu bạn đã thanh toán bằng ví điện tử hoặc chuyển khoản, thời gian hoàn tiền thường là 24 giờ.
6. **Xác nhận hoàn tiền**: Chúng tôi sẽ gửi thông tin về việc hoàn tiền cho bạn và xác nhận rằng đơn hàng của bạn đã được hủy và hoàn tiền.

Lưu ý: Nếu bạn đã nhận hàng và muốn hủy đơn, bạn cần phải trả hàng về cho chúng tôi trước khi chúng tôi có thể hoàn tiền cho bạn.","Chào bạn, EmpathAI là trợ lý ảo và không thể trực tiếp hỗ trợ hủy đơn hàng hoặc hoàn tiền cho bạn. Để được hỗ trợ về việc hủy đơn hàng và đổi trả, bạn vui lòng liên hệ tổng đài hỗ trợ của MyKingdom qua số 1900 1208 hoặc truy cập ứng dụng để gửi yêu cầu hỗ trợ trực tuyến. Nhân viên hỗ trợ sẽ hướng dẫn bạn về quy trình cụ thể. Cảm ơn bạn đã quan tâm đến sản phẩm của chúng tôi!","Xin chào! Tôi hiểu bạn muốn hủy đơn và hoàn tiền. Dưới đây là quy trình để bạn thực hiện:

1. **Kiểm tra điều kiện đổi trả**: Bạn cần kiểm tra sản phẩm đã sử dụng chưa, còn nguyên bao bì, tem nhãn, seal của nhà sản xuất và cung cấp đầy đủ hóa đơn mua hàng hợp lệ tại MyKingdom.
2. **Trả sản phẩm**: Bạn cần trả sản phẩm về cho MyKingdom trong vòng 7 ngày kể từ ngày nhận hàng.
3. **Kiểm tra sản phẩm**: Nhân viên MyKingdom sẽ kiểm tra sản phẩm để xác định sản phẩm còn trong thời gian bảo hành và không có dấu hiệu đã sử dụng.
4. **Hoàn tiền**: Nếu sản phẩm đáp ứng các điều kiện trên, MyKingdom sẽ hoàn tiền cho bạn. Số tiền hoàn lại sẽ bằng đúng giá trị sản phẩm bạn đã thanh toán sau khi trừ đi các khuyến mãi (nếu có).

Thời gian hoàn tiền tùy thuộc vào phương thức thanh toán ban đầu của bạn. Nếu bạn đã thanh toán bằng Ví điện tử, tiền sẽ được hoàn trực tiếp vào tài khoản Ví điện tử của bạn trong vòng 24 giờ. Nếu bạn đã thanh toán bằng chuyển khoản ATM nội địa, tiền sẽ được hoàn trong vòng 3-5 ngày làm việc. Nếu bạn đã thanh toán bằng thẻ Credit/Debit quốc tế (Visa/Mastercard), tiền sẽ được hoàn trong vòng 7-15 ngày làm việc tùy thuộc vào quy định ngân hàng của bạn.

Nếu bạn có bất kỳ câu hỏi nào hoặc cần hỗ trợ, xin vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn.","Chào bạn, tôi là EmpathAI và tôi không thể trực tiếp hỗ trợ việc hoàn tiền hoặc đổi trả hàng hóa theo chính sách của MyKingdom. Để được hỗ trợ về quy trình đổi trả và hoàn tiền, bạn vui lòng liên hệ tổng đài hỗ trợ khách hàng của chúng tôi qua số 1900 1208 hoặc gửi email về hotro@mykingdom.com.vn. Nhân viên sẽ hướng dẫn bạn chi tiết về các bước cần thực hiện."
32,thanh_toan,Website báo thanh toán thành công nhưng tôi chưa nhận được email xác nhận?,"Vui lòng kiểm tra hòm thư spam/junk. Nếu vẫn không thấy, liên hệ hotline 1900 1208 hoặc email hotro@mykingdom.com.vn để xác nhận lại đơn hàng.",,"Chào bạn, EmpathAI có thể hỗ trợ về việc xác nhận thanh toán. Tuy nhiên, việc nhận được email xác nhận thanh toán là do hệ thống của đối tác thanh toán (Zalopay) gửi trực tiếp. Vui lòng kiểm tra email đã đăng ký trong tài khoản của bạn hoặc liên hệ tổng đài hỗ trợ thanh toán của Zalopay qua số 1800 2345 (miễn phí) để được hỗ trợ về tình trạng giao dịch. EmpathAI không có quyền truy cập vào thông tin thanh toán cá nhân.","Xin chào! Tôi là EmpathAI, trợ lý CSKH của MyKingdom.

Tôi hiểu rằng bạn đã thanh toán thành công nhưng chưa nhận được email xác nhận. Tôi sẽ giúp bạn giải quyết vấn đề này.

Vui lòng kiểm tra lại hộp thư spam hoặc thư rác của bạn, có thể email xác nhận đã được gửi đến nhưng bị chuyển đến hộp thư này.

Nếu bạn vẫn chưa nhận được email, xin vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn. Chúng tôi sẽ hỗ trợ bạn giải quyết vấn đề này.

Cảm ơn bạn đã tin tưởng MyKingdom!","Chào bạn, tôi là EmpathAI, trợ lý ảo và không có quyền truy cập vào thông tin thanh toán cá nhân hoặc tình trạng đơn hàng của bạn. Để kiểm tra tình trạng đơn hàng và nhận được thông tin về email xác nhận, bạn vui lòng liên hệ tổng đài hỗ trợ của chúng tôi qua số 1900 1208 hoặc gửi email về hotro@mykingdom.com.vn. Nhân viên hỗ trợ sẽ giúp bạn kiểm tra và cung cấp thông tin cần thiết."
33,thanh_toan,Tôi có thể trả góp khi mua hàng tại MyKingdom không?,"Để biết thông tin về chính sách trả góp, vui lòng liên hệ hotline 1900 1208 hoặc truy cập website mykingdom.com.vn để xem các chương trình thanh toán hiện có.","Tôi xin lỗi, nhưng MyKingdom không hỗ trợ trả góp khi mua hàng tại cửa hàng hoặc trên website của chúng tôi. Tuy nhiên, bạn có thể tham khảo các chương trình trả góp của đối tác ngân hàng hoặc công ty tài chính để biết thêm thông tin.

Nếu bạn cần thêm thông tin hoặc hỗ trợ, vui lòng liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn. Chúng tôi sẽ sẵn sàng giúp đỡ bạn.","Chào bạn, EmpathAI là trợ lý ảo và không có chức năng hỗ trợ thông tin về các chương trình tài chính như trả góp. Để được tư vấn về chính sách trả góp khi mua hàng tại MyKingdom, bạn vui lòng liên hệ tổng đài hỗ trợ khách hàng qua số 1900 1208 hoặc truy cập ứng dụng để được nhân viên hỗ trợ trực tiếp.","Xin chào! Tôi hiểu bạn muốn hỏi về việc trả góp khi mua hàng tại MyKingdom.

Tôi xin lỗi, nhưng thông tin trên không đề cập đến việc trả góp. Tuy nhiên, bạn có thể liên hệ với chúng tôi qua hotline 1900 1208 hoặc email hotro@mykingdom.com.vn để được hỗ trợ thêm về thông tin này.

Chúng tôi sẽ cố gắng giúp bạn tìm hiểu thêm về các phương thức thanh toán và trả góp tại MyKingdom.","Chào bạn, với tư cách là trợ lý ảo, tôi không có quyền cung cấp thông tin về các chương trình tài chính hoặc hỗ trợ trực tiếp cho việc trả góp. MyKingdom không hỗ trợ trả góp qua trực tiếp với EmpathAI. Bạn có thể liên hệ tổng đài hỗ trợ 1900 1208 hoặc truy cập email hotro@mykingdom.com.vn để được nhân viên hỗ trợ về thông tin về chính sách thanh toán và trả góp."
